"長万部",140.37508,42.51245
"静狩",140.4593,42.58351
"小幌",140.53735,42.58969
"礼文",140.59544,42.57998
"大岸",140.63848,42.58581
"豊浦",140.71537,42.58036
"洞爺",140.76356,42.55094
"有珠",140.79428,42.51215
"長和",140.83302,42.48861
"伊達紋別",140.85603,42.46925
"北舟岡",140.88009,42.45087
"稀府",140.89847,42.42625
"黄金",140.90791,42.38582
"崎守",140.92756,42.37389
"本輪西",140.97618,42.35874
"東室蘭",141.02488,42.34851
"鷲別",141.04274,42.35954
"幌別",141.1079,42.41015
"富浦",141.15702,42.44191
"登別",141.18207,42.45273
"虎杖浜",141.21582,42.4653
"竹浦",141.26152,42.49369
"北吉原",141.2852,42.50844
"萩野",141.30714,42.52206
"白老",141.36124,42.55551
"社台",141.41727,42.57888
"錦岡",141.48777,42.60273
"糸井",141.54692,42.62281
"青葉",141.57033,42.63069
"苫小牧",141.59679,42.63963
"沼ノ端",141.69131,42.67136
"遠浅",141.76833,42.72857
"早来",141.81307,42.7644
"安平",141.82516,42.81294
"追分",141.81108,42.8722
"三川",141.80101,42.94417
"古山",141.79387,42.97588
"由仁",141.78563,43.01328
"栗山",141.77531,43.05947
"栗丘",141.74429,43.08579
"栗沢",141.73957,43.11905
"志文",141.7446,43.15985
"岩見沢",141.75754,43.20323
"輪西",141.00588,42.33377
"御崎",140.99385,42.32896
"母恋",140.98975,42.3173
"室蘭",140.97581,42.3179
