"苫小牧",141.59679,42.63963
"勇払",141.72797,42.63251
"浜厚真",141.83647,42.60694
"浜田浦",141.88404,42.5906
"鵡川",141.92455,42.5789
"#汐見",141.94555,42.55008
"#富川",142.02024,42.51658
"#日高門別",142.07222,42.48126
"#豊郷",142.12295,42.47002
"#清畠",142.17695,42.45555
"#厚賀",142.21642,42.43018
"#大狩部",142.25967,42.39545
"#節婦",142.27527,42.38275
"#新冠",142.31309,42.36067
"#静内",142.3599,42.33679
"#東静内",142.45103,42.30427
"#春立",142.49853,42.26848
"#日高東別",142.52098,42.28069
"#日高三石",142.56712,42.24717
"#蓬栄",142.60418,42.26455
"#本桐",142.63063,42.24785
"#荻伏",142.68914,42.20644
"#絵笛",142.73655,42.1986
"#浦河",142.77038,42.16797
"#東町",142.78878,42.15662
"#日高幌別",142.83393,42.14233
"#鵜苫",142.88322,42.13451
"#西様似",142.90815,42.13834
"#様似",142.93557,42.12802
