"大宮",139.62447,35.9074
"北大宮",139.62511,35.91849
"大宮公園",139.63376,35.92404
"大和田",139.65165,35.92947
"七里",139.66657,35.93688
"岩槻",139.6926,35.94984
"東岩槻",139.71163,35.96307
"豊春",139.72566,35.9678
"八木崎",139.74273,35.97887
"春日部",139.75292,35.97977
"藤の牛島",139.77856,35.98037
"南桜井",139.80921,35.98068
"川間",139.83548,35.97921
"七光台",139.85326,35.97034
"清水公園",139.85996,35.95936
"愛宕",139.86427,35.95104
"野田市",139.8706,35.94387
"梅郷",139.89154,35.93113
"運河",139.90615,35.91379
"江戸川台",139.91029,35.89766
"初石",139.91824,35.88329
"流山おおたかの森",139.92607,35.87196
"豊四季",139.93988,35.86629
"柏",139.97087,35.8625
"新柏",139.96645,35.83862
"増尾",139.97605,35.83008
"逆井",139.98382,35.82317
"高柳",139.99898,35.80864
"六実",139.99924,35.79421
"新鎌ヶ谷",139.99948,35.78075
"鎌ヶ谷",139.99738,35.76412
"馬込沢",139.99223,35.74199
"塚田",139.9833,35.72257
"新船橋",139.97973,35.71098
"船橋",139.98472,35.70206
